"";"PRECIPITACAO";"PRESSAO";"TEMPERATURA";"UMIDADE";"VENTO";"ACIDENTE";"LUAR";"LUA_DISTANCIA"
"14080";0;973;17,7;83;2,52;0;7;62
"14081";0;973,7;17,6;86;3,24;0;7;62
"14082";0;974,1;20,3;82;8,28;0;7;62
"14083";0;974,4;22,9;73;8,64;0;7;62
"14084";0;974,3;26;61;7,56;0;7;62
"14085";0;973,8;28,4;44;16,92;0;7;62
"14086";0;972,8;30;37;16,92;0;7;62
"14087";0;971,9;30,4;33;12,24;0;7;62
"14088";0;970,9;32;30;12,24;0;7;62
"14089";0;970,3;30;28;7,56;0;7;62
"14090";0;969,8;31,5;27;10,44;0;7;62
"14091";0;969,6;30,2;27;7,2;0;7;62
"14092";0;969,7;27,3;37;3,6;0;7;62
"14093";0;969,9;24,2;49;3,96;0;7;62
"14094";0;970,2;22,6;54;4,32;0;7;62
"14095";0;970,5;19;67;0;0;3;62
"14096";0;971;17,3;75;1,44;0;3;62
"14097";0;971,2;16,2;80;0,36;0;3;62
"14098";0;971,1;15,1;84;0;0;3;62
"14099";0;971,1;14,5;87;0,36;0;3;62
"14100";0;970,9;13,4;88;2,16;0;3;62
"14101";0;970,6;12,9;90;0;0;3;62
"14102";0;970,6;12,6;90;0,36;0;3;62
"14103";0;970,6;11,8;91;0,36;0;3;62
"14104";0;970,8;11,6;91;0,36;0;3;62
"14105";0;971,4;12;92;0,72;0;3;62
"14106";0;971,8;17,7;89;0;0;3;62
"14107";0;972;22,4;73;1,44;0;3;62
"14108";0;971,5;28,3;51;9,36;0;3;62
"14109";0;971;30;40;14,04;0;3;62
"14110";0;970;30,9;33;15,84;0;3;62
"14111";0;968,7;31,7;32;10,44;0;3;62
"14112";0;967,7;31,5;29;9,36;0;3;62
"14113";0;967;32;29;10,08;0;3;62
"14114";0;966,4;32;28;5,04;0;3;62
"14115";0;966,2;30,9;31;9;0;3;62
"14116";0;966,3;28,2;39;3,96;0;3;62
"14117";0;966,5;23,9;55;1,08;0;3;62
"14118";0;967,1;21,4;65;1,08;0;3;62
"14119";0;967,8;19,7;76;0;0;0;63
"14120";0;968,1;18;80;0,72;0;0;63
"14121";0;968,4;17,3;82;1,08;0;0;63
"14122";0;968,4;16,6;87;0;0;0;63
"14123";0;968,2;16,2;88;0;0;0;63
"14124";0;968,1;16;88;0;0;0;63
"14125";0;967,8;15,7;89;0;0;0;63
"14126";0;967,7;15,2;90;0;0;0;63
"14127";0;967,9;14,7;91;0;0;0;63
"14128";0;968,6;13,9;92;0;0;0;63
"14129";0;969,2;14,1;92;0;0;0;63
"14130";0;970,1;18,7;88;0;0;0;63
"14131";0;970,7;24,1;74;0,36;0;0;63
"14132";0;970,8;29,6;45;1,8;0;0;63
"14133";0;970,6;30,9;34;3,96;0;0;63
"14134";0;970;30,7;31;9;0;0;63
"14135";0;968,9;32,3;29;9,72;0;0;63
"14136";0;967,9;32,1;27;8,64;0;0;63
"14137";0;967,1;33,3;25;5,4;0;0;63
"14138";0;966,6;32,4;26;4,68;0;0;63
"14139";0;966,6;31,7;28;0;0;0;63
"14140";0;966,7;28,2;40;0;0;0;63
"14141";0;967,1;24;58;0;0;0;63
"14142";0;967,4;21,3;68;7,92;0;0;63
"14143";0;968,5;19,6;74;0;0;0;63
"14144";0;968,8;18,1;82;0,72;0;0;63
"14145";0;968,8;17,1;81;0,36;0;0;63
"14146";0;968,7;16,3;86;0;0;0;63
"14147";0;968,4;15,5;88;0;0;0;63
"14148";0;968,3;15,1;89;0;0;0;63
"14149";0;968,1;14,1;89;0;0;0;63
"14150";0;967,8;14,2;91;2,16;0;0;63
"14151";0;967,8;13,5;92;0;0;0;63
"14152";0;968;13,4;92;0;0;0;63
"14153";0;968,5;13,1;92;0;0;0;63
"14154";0;969,3;18,2;90;0,36;0;0;63
"14155";0;969,9;24,4;70;1,44;0;0;63
"14156";0;970,1;28,1;54;2,16;0;0;63
"14157";0;969,8;31,5;34;5,4;0;0;63
"14158";0;969,3;32,7;30;4,68;0;0;63
"14159";0;968,5;33,6;28;5,04;0;0;63
"14160";0;967,7;33,3;28;6,48;0;0;63
"14161";0;967,2;33,4;29;1,8;0;0;63
"14162";0;967;32,4;32;3,6;0;0;63
"14163";0;966,9;31,5;41;0,36;0;0;63
"14164";0;967;29,7;46;0;0;0;63
"14165";0;967,3;26,5;59;0;0;0;63
"14166";0;968;23,6;72;0;0;0;63
"14167";0;968,5;21,8;77;0;0;2;63
"14168";0;968,8;21,1;80;1,8;0;2;63
"14169";0;969,3;21,4;80;0;0;2;63
"14170";0;969,1;21,8;80;0;0;2;63
"14171";0;968,9;21,9;81;0;0;2;63
"14172";0;968,7;22,9;79;1,08;0;2;63
"14173";0;968,5;22,6;82;2,52;0;2;63
"14174";0;968,4;22,3;81;0,72;0;2;63
"14175";0;968,7;22,5;80;4,68;0;2;63
"14176";0;969,7;22,6;80;6,84;0;2;63
"14177";0;970,6;22,4;81;5,04;0;2;63
"14178";0;971,2;24,2;75;14,04;0;2;63
"14179";0;971,7;25,7;69;14,4;0;2;63
"14180";0;972;27,3;62;14,4;0;2;63
"14181";0;971,6;28,4;56;11,52;0;2;63
"14182";0;971;30;49;6,84;0;2;63
"14183";0;970,1;31,2;47;5,76;0;2;63
"14184";0;969,3;30,6;46;9;0;2;63
"14185";0;968,8;32,2;43;9;0;2;63
"14186";0;968,4;30,5;45;11,52;0;2;63
"14187";0;968,4;30,6;45;10,44;0;2;63
"14188";0;968,5;28,2;53;12,24;0;2;63
"14189";0;968,9;25,5;61;4,68;0;2;63
"14190";0;969,8;25,3;65;6,84;0;2;63
"14191";0;970,5;24,1;65;10,08;0;6;63
"14192";0;971;22,9;68;9;0;6;63
"14193";0;971;22,7;67;11,88;0;6;63
"14194";0;971,1;21,6;70;10,08;0;6;63
"14195";0;971,2;20,8;73;11,16;0;6;63
"14196";0;970,8;20,3;72;8,64;0;6;63
"14197";0;970,7;19,7;74;5,76;0;6;63
"14198";0;970,5;19,7;74;9;0;6;63
"14199";0;970,5;19,7;72;9,72;0;6;63
"14200";0;970,9;19,5;70;10,44;0;6;63
"14201";0;971,6;19,1;71;9,36;0;6;63
"14202";0;972,2;20,2;71;11,16;0;6;63
"14203";0;972,6;21,3;65;15,48;0;6;63
"14204";0;972,7;23,6;58;15,84;0;6;63
"14205";0;972,3;25,9;51;11,88;0;6;63
"14206";0;971,5;27,5;45;12,6;0;6;63
"14207";0;970,4;28,4;42;10,8;0;6;63
"14208";0;969,3;29,7;42;8,64;0;6;63
"14209";0;968,6;28,9;42;12,6;0;6;63
"14210";0;968,4;28,9;41;15,12;0;6;63
"14211";0;968,5;28,3;43;12,24;0;6;63
"14212";0;968,6;26,6;48;10,44;0;6;63
"14213";0;968,9;24,1;56;3,24;0;6;63
"14214";0;969,5;22,5;62;5,4;0;6;63
"14215";0;969,9;20,9;64;2,16;0;12;63
"14216";0;970,3;20,5;64;4,68;0;12;63
"14217";0;970,5;19;69;2,16;0;12;63
"14218";0;970,6;18,9;71;5,76;0;12;63
"14219";0;970,3;18,5;73;5,76;0;12;63
"14220";0;970,2;17,6;77;4,32;0;12;63
"14221";0;970;17;79;5,4;0;12;63
"14222";0;970;16,5;81;0;0;12;63
"14223";0;970;15,9;85;1,44;0;12;63
"14224";0;970,2;14,5;86;1,08;0;12;63
"14225";0;970,8;14,8;88;0,72;0;12;63
"14226";0;971,3;18,6;84;5,4;0;12;63
"14227";0;971,8;21,5;74;11,88;0;12;63
"14228";0;971,7;24;64;11,16;0;12;63
"14229";0;971;26,1;55;9,36;0;12;63
"14230";0;969,9;27,9;48;4,68;0;12;63
"14231";0;968,9;29,1;41;4,68;0;12;63
"14232";0;967,9;30,8;38;4,68;0;12;63
"14233";0;967,3;29,9;40;2,16;0;12;63
"14234";0;967;29,7;40;4,68;0;12;63
"14235";0;966,9;28,9;46;2,16;0;12;63
"14236";0;967;26,4;49;3,6;0;12;63
"14237";0;967,2;23,7;58;1,08;0;12;63
"14238";0;967,5;21,6;66;0;0;12;63
"14239";0;968,1;19,2;75;0;0;19;63
"14240";0;968,5;18,1;81;0;0;19;63
"14241";0;968,6;17,1;83;0,72;0;19;63
"14242";0;968,6;18,6;80;0,72;0;19;63
"14243";0;968,6;19,4;79;3,96;0;19;63
"14244";0;968,5;19,6;80;7,56;0;19;63
"14245";0;968,3;18,6;84;2,52;0;19;63
"14246";0;967,8;17,3;87;1,8;0;19;63
"14247";0;967,7;16,6;88;2,52;0;19;63
"14248";0;968,3;15,8;89;0,36;0;19;63
"14249";0;968,4;16,1;91;1,8;0;19;63
"14250";0;969,4;19,6;88;3,6;0;19;63
"14251";0;969,8;21,7;80;3,96;0;19;63
"14252";0;969,9;24,9;69;4,32;0;19;63
"14253";0;969,4;27;59;2,52;0;19;63
"14254";0;968,3;29,9;51;3,96;0;19;63
"14255";0;967,3;30,3;47;3,24;0;19;63
"14256";0;966,2;28,9;50;7,2;0;19;63
"14257";0;965,3;27;58;9;0;19;63
"14258";2;966,6;22,3;79;12,96;0;19;63
"14259";0,6;966,4;21,6;84;2,88;0;19;63
"14260";0;966,3;21,6;87;3,6;0;19;63
"14261";0;966,3;21;89;3,96;0;19;63
"14262";0;966,2;20,2;90;2,16;0;19;63
"14263";0;967,2;19,5;93;0,4;1;29;63
"14264";0,2;967,6;20;90;0,72;0;29;63
"14265";0;967,3;20;92;0;0;29;63
"14266";0;967,4;20,6;91;1,44;0;29;63
"14267";0;967,7;19,9;93;2,16;0;29;63
"14268";0;967,6;19,1;92;0,72;0;29;63
"14269";0;967,2;19,4;93;0,72;0;29;63
"14270";0;966,5;18,5;94;2,88;0;29;63
"14271";0;966,7;17,4;93;2,16;0;29;63
"14272";0;967,2;16,6;94;0;0;29;63
"14273";0;968,2;17,1;94;0,36;0;29;63
"14274";0;968,9;19,4;95;3,6;0;29;63
"14275";0;969,3;22,7;90;1,44;0;29;63
"14276";0;969,6;23,4;84;1,08;0;29;63
"14277";0;968,7;26;76;2,52;0;29;63
"14278";0;968,1;27,2;68;7,2;0;29;63
"14279";0;967,1;28,2;60;6,48;0;29;63
"14280";0;966,2;28,6;57;5,4;0;29;63
"14281";0,2;965,4;28,3;55;9,72;0;29;63
"14282";0;964,8;28,4;57;7,2;0;29;63
"14283";0;964,9;27,6;56;7,2;0;29;63
"14284";0;965;25,4;65;3,6;0;29;63
"14285";0;965,5;23,3;74;0,36;0;29;63
"14286";0;966;22,4;79;0;0;29;63
"14287";0;966,6;21,8;80;3,6;0;39;62
"14288";0;967,1;20,5;83;2,88;0;39;62
"14289";0;967,4;19,9;86;0;0;39;62
"14290";0;967,8;20,2;83;2,52;0;39;62
"14291";0;967,3;19,3;85;1,8;0;39;62
"14292";0;966,8;18,2;88;2,16;0;39;62
"14293";0;966,5;17,4;90;0;0;39;62
"14294";0;966,6;16,1;91;3,6;0;39;62
"14295";0;966,8;16,4;92;0;0;39;62
"14296";0;967,5;17,1;92;0;0;39;62
"14297";0;968;17,6;92;0;0;39;62
"14298";0;968,3;19,1;90;3,24;0;39;62
"14299";0;968,9;20,9;84;2,88;0;39;62
"14300";0;969,1;22,1;81;3,24;0;39;62
"14301";0;969,2;24,4;72;4,32;0;39;62
"14302";0;968,4;26,5;63;6,48;0;39;62
"14303";0;967,5;26,5;57;7,2;0;39;62
"14304";0;966,8;28;52;6,12;0;39;62
"14305";0;966,4;27,2;51;5,76;0;39;62
"14306";0;965,9;28,4;46;5,76;0;39;62
"14307";0;965,5;27,5;46;5,76;0;39;62
"14308";0;965,8;25,2;53;4,68;0;39;62
"14309";0;966,1;22;66;0;0;39;62
"14310";0;966,7;19,8;76;0;0;39;62
"14311";0;967,1;18,5;81;0;0;49;61
"14312";0;967,4;18,1;85;0,36;0;49;61
"14313";0;967,7;17,3;87;0,72;0;49;61
"14314";0;968,1;16,3;88;0;0;49;61
"14315";0;968,2;16;90;0;0;49;61
"14316";0;968,3;15,1;91;0;0;49;61
"14317";0;968,3;15,4;92;0;0;49;61
"14318";0;968,3;16,4;93;0;0;49;61
"14319";0;968,5;15,2;93;0;0;49;61
"14320";0;969;14,4;93;0;0;49;61
"14321";0;970,1;13,6;92;0;0;49;61
"14322";0;971;18,9;91;0;0;49;61
"14323";0;971,3;21,4;81;11,16;0;49;61
"14324";0;971,4;23,1;71;13,68;0;49;61
"14325";0;970,7;25,4;58;12,24;0;49;61
"14326";0;970,1;26,3;52;11,16;0;49;61
"14327";0;969,2;27,7;48;6,12;0;49;61
"14328";0;968,5;27,7;48;7,2;0;49;61
"14329";0;968,1;28,3;45;10,8;0;49;61
"14330";0;968;28;41;9,72;0;49;61
"14331";0;967,9;27,4;42;10,08;0;49;61
"14332";0;968;25,1;50;6,12;0;49;61
"14333";0;968,3;21,6;63;0,36;0;49;61
"14334";0;968,7;20,6;69;0,36;0;49;61
"14335";0;969;17,9;76;0;0;60;61
"14336";0;969,4;17,1;83;1,44;0;60;61
"14337";0;969,7;17,8;81;2,52;0;60;61
"14338";0;970,1;17,4;83;3,24;0;60;61
"14339";0;970,1;17,3;84;5,4;0;60;61
"14340";0;969,8;16,3;86;0,72;0;60;61
"14341";0;969,4;15,7;86;0,72;0;60;61
"14342";0;969,4;15,4;88;3,96;0;60;61
"14343";0;969,7;13,3;90;0;0;60;61
"14344";0;970,3;12,5;92;2,88;0;60;61
"14345";0;971;11,9;91;0;0;60;61
"14346";0;971,8;17,3;91;0;0;60;61
"14347";0;972,5;20,3;82;6,84;0;60;61
"14348";0;972,7;23;69;11,88;0;60;61
"14349";0;972,2;25;56;11,52;0;60;61
"14350";0;971,3;26,7;49;14,4;0;60;61
"14351";0;970,2;27,2;47;9,72;0;60;61
"14352";0;969,4;27,8;42;9,72;0;60;61
"14353";0;968,7;28,1;42;6,84;0;60;61
"14354";0;968,4;28,6;39;10,44;0;60;61
"14355";0;968,4;27,3;41;11,88;0;60;61
"14356";0;968,4;25;47;5,76;0;60;61
"14357";0;968,9;21,4;61;0;0;60;61
"14358";0;969,4;19,8;69;0;0;60;61
"14359";0;972,1;25,6;69;4;1;70;60
"14360";0;970;17,5;77;0;0;70;60
"14361";0;970,4;16;81;0;0;70;60
"14362";0;970,5;15;85;0;0;70;60
"14363";0;970,6;17,2;84;5,04;0;70;60
"14364";0;970,5;16,6;82;3,24;0;70;60
"14365";0;970;16,3;84;4,68;0;70;60
"14366";0;969,9;15,4;87;1,8;0;70;60
"14367";0;969,9;15,8;88;4,32;0;70;60
"14368";0;970;13,1;89;0,36;0;70;60
"14369";0;970,4;12,2;91;0;0;70;60
"14370";0;971;11,8;92;0;0;70;60
"14371";0;971,5;17,1;91;2,52;0;70;60
"14372";0;972;20,3;82;6,12;0;70;60
"14373";0;972,1;22,8;68;14,04;0;70;60
"14374";0;970,7;26,3;44;13,32;0;70;60
"14375";0;969,9;27,7;40;10,44;0;70;60
"14376";0;968,9;28,2;38;7,92;0;70;60
"14377";0;968,2;27,8;37;10,8;0;70;60
"14378";0;968,3;28,2;33;9,72;0;70;60
"14379";0;968,4;27,2;33;8,64;0;70;60
"14380";0;968,6;24,6;42;5,4;0;70;60
"14381";0;968,9;20,5;57;0;0;70;60
"14382";0;969,2;19;65;0;0;70;60
"14383";0;970;15,9;74;0;0;79;59
"14384";0;970;14,7;79;0;0;79;59
"14385";0;970;13,5;83;0;0;79;59
"14386";0;970,5;12,2;85;1,44;0;79;59
"14387";0;970,3;12,4;89;0;0;79;59
"14388";0;969,9;12,6;88;0,36;0;79;59
"14389";0;970;14,2;90;2,16;0;79;59
"14390";0;969,9;13,7;91;0;0;79;59
"14391";0;970,3;12,9;91;0;0;79;59
"14392";0;970,9;12,5;92;0;0;79;59
"14393";0;971,6;13,3;93;0;0;79;59
"14394";0;972,5;16,6;91;3,96;0;79;59
"14395";0;972,4;19,6;80;12,96;0;79;59
"14396";0;972;22,7;67;15,84;0;79;59
"14397";0;971,4;24,9;55;13,32;0;79;59
"14398";0;970,2;26;48;12,6;0;79;59
"14399";0;969,4;27,6;43;10,8;0;79;59
"14400";0;968,4;27,8;40;9,72;0;79;59
"14401";0;967,7;27,9;36;9,36;0;79;59
"14402";0;967,5;27;40;8,28;0;79;59
"14403";0;967,6;26,7;43;11,88;0;79;59
"14404";0;967,8;24,3;51;9,72;0;79;59
"14405";0;968,3;21,1;60;1,8;0;79;59
"14406";0;968,7;19;68;1,44;0;79;59
"14407";0;969,1;18,5;71;0;0;87;58
"14408";0;970;17,7;71;1,44;0;87;58
"14409";0;969,8;17;76;3,24;0;87;58
"14410";0;970;17,1;74;1,8;0;87;58
"14411";0;970,1;16,3;75;0;0;87;58
"14412";0;970,3;16,2;79;2,88;0;87;58
"14413";0;969,9;15,4;80;2,16;0;87;58
"14414";0;969,8;14,5;83;2,52;0;87;58
"14415";0;970,1;14,1;85;0,36;0;87;58
"14416";0;970,5;14;87;5,4;0;87;58
"14417";0;971,8;13,4;88;0,36;0;87;58
"14418";0;972,5;16,2;87;4,68;0;87;58
"14419";0;972,9;19,3;80;6,84;0;87;58
"14420";0;972,8;21,6;67;11,52;0;87;58
"14421";0;971,6;24,7;55;9,72;0;87;58
"14422";0;970,4;26,7;43;7,2;0;87;58
"14423";0;969,3;25,5;40;7,56;0;87;58
"14424";0;968,1;27,3;36;8,64;0;87;58
"14425";0;967,6;27,4;34;4,68;0;87;58
"14426";0;967;27,8;33;5,4;0;87;58
"14427";0;967,2;26,7;35;5,04;0;87;58
"14428";0;967,4;23,4;47;5,04;0;87;58
"14429";0;968;20,2;58;0;0;87;58
"14430";0;968,9;18,4;64;0;0;87;58
"14431";0;969,3;16,2;72;1,8;0;93;57
"14432";0;969,5;15,6;78;0,36;0;93;57
"14433";0;969,5;14,6;80;0;0;93;57
"14434";0;969,3;14;84;0;0;93;57
"14435";0;968,9;13,1;87;0;0;93;57
"14436";0;968,1;11,9;88;0;0;93;57
"14437";0;967,9;11,4;90;0;0;93;57
"14438";0;968,3;10,6;90;0;0;93;57
"14439";0;968,7;10,4;91;0;0;93;57
"14440";0;969,1;10,1;91;0,72;0;93;57
"14441";0;970;10,2;92;2,88;0;93;57
"14442";0;970,8;15,2;90;0;0;93;57
"14443";0;970,6;20;80;6,48;0;93;57
"14444";0;970,1;23;64;6,84;0;93;57
"14445";0;969,7;26,1;52;6,84;0;93;57
"14446";0;968,5;28,1;40;5,4;0;93;57
"14447";0;967,3;29,2;34;4,68;0;93;57
"14448";0;966,6;30,5;29;3,24;0;93;57
"14449";0;965,5;29,8;27;5,04;0;93;57
"14450";0;964,9;29,8;27;4,32;0;93;57
"14451";0;965,1;28,4;33;0,36;0;93;57
"14452";0;966,3;25,5;44;5,4;0;93;57
"14453";0;966,5;23;51;0;0;93;57
"14454";0;966,9;20,2;60;0;0;93;57
"14455";0;967,5;19,1;65;0;0;97;56
"14456";0;967,5;18,1;72;0;0;97;56
"14457";0;968;17,1;78;0;0;97;56
"14458";0;968,3;16,3;79;0;0;97;56
"14459";0;968,1;16,3;83;1,08;0;97;56
"14460";0;967,5;15,4;85;0;0;97;56
"14461";0;967,2;15,2;86;0;0;97;56
"14462";0;967;15,1;87;0;0;97;56
"14463";0;966,5;15,5;88;0;0;97;56
"14464";0;966,7;15,4;88;0;0;97;56
"14465";0;967,2;15,4;90;0;0;97;56
"14466";0;967,7;17,4;88;0;0;97;56
"14467";0;967,7;20,5;82;0;0;97;56
"14468";0;968,4;25,8;62;2,16;0;97;56
"14469";0;967,8;26,9;46;2,88;0;97;56
"14470";0;967,1;28,9;40;6,12;0;97;56
"14471";0;966,6;29,4;39;9,36;0;97;56
"14472";0;966;29,1;39;10,08;0;97;56
"14473";0;965,4;29;38;6,48;0;97;56
"14474";0;965,4;28,4;38;7,56;0;97;56
"14475";0;965,8;27,1;44;3,96;0;97;56
"14476";0;966,1;25,3;50;2,88;0;97;56
"14477";0;966,5;22,7;58;0,36;0;97;56
"14478";0;967,1;23,2;60;7,2;0;97;56
"14479";0;967,9;23;60;2,88;0;99;56
"14480";0;968,1;22;65;0;0;99;56
"14481";0;968,2;22;66;3,96;0;99;56
"14482";0;968,3;20,3;73;0;0;99;56
"14483";0;967,8;19,4;76;0;0;99;56
"14484";0;967,4;18,6;80;0;0;99;56
"14485";0;967;16,9;81;1,08;0;99;56
"14486";0;966,8;15,9;86;1,08;0;99;56
"14487";0;966,8;15,2;88;0;0;99;56
"14488";0;967,1;14,7;89;0;0;99;56
"14489";0;967,7;15,3;90;0;0;99;56
"14490";0;968;18,2;89;0;0;99;56
"14491";0;968,6;21,2;81;0,36;0;99;56
"14492";0;969,1;23,5;69;2,88;0;99;56
"14493";0;968,7;26,9;57;2,88;0;99;56
"14494";0;967,9;27,7;49;9,72;0;99;56
"14495";0;966,7;29,2;43;11,88;0;99;56
"14496";0;965,9;28,7;42;12,24;0;99;56
"14497";0;965,3;29,9;39;12,24;0;99;56
"14498";0;965,4;28,3;40;12,24;0;99;56
"14499";0;965,6;28,4;39;8,64;0;99;56
"14500";0;966,1;25,5;47;3,24;0;99;56
"14501";0;966,5;22,6;55;4,32;0;99;56
"14502";0;967;20,3;64;4,32;0;99;56
"14503";0;967,7;17,3;71;0;0;99;56
"14504";0;967,9;16,3;80;0;0;99;56
"14505";0;968,3;15,4;82;0,36;0;99;56
"14506";0;968,4;14;85;0;0;99;56
"14507";0;968,1;12,5;86;0;0;99;56
"14508";0;967,8;12,6;90;1,8;0;99;56
"14509";0;967,6;10,7;89;1,8;0;99;56
"14510";0;967,4;11;91;0;0;99;56
"14511";0;967,5;10;92;0;0;99;56
"14512";0;968,1;9;92;0;0;99;56
"14513";0;969;8,5;92;0;0;99;56
"14514";0;969,4;13,9;92;0;0;99;56
"14515";0;969,9;19,1;81;1,44;0;99;56
"14516";0;970,4;22,3;74;8,28;0;99;56
"14517";0;970;25,6;62;3,24;0;99;56
"14518";0;969,4;26,9;46;9;0;99;56
"14519";0;968,5;28,5;32;9,36;0;99;56
"14520";0;967,6;28,8;29;10,08;0;99;56
"14521";0;966,8;28,8;27;9;0;99;56
"14522";0;966,7;28,9;21;7,92;0;99;56
"14523";0;966,7;27,6;21;6,48;0;99;56
"14524";0;967;23,3;27;5,4;0;99;56
"14525";0;967,3;17,4;49;1,44;0;99;56
"14526";0;967,9;14,5;62;0,36;0;99;56
"14527";0;968,5;12,7;67;0;0;97;56
"14528";0;968,7;10,7;73;0,72;0;97;56
"14529";0;968,8;10;80;0;0;97;56
"14530";0;968,9;9,4;84;0;0;97;56
"14531";0;968,9;8;85;0,72;0;97;56
"14532";0;968,5;7,9;89;1,8;0;97;56
"14533";0;968,5;7;90;0;0;97;56
"14534";0;968,3;5,8;91;0;0;97;56
"14535";0;968,5;6,1;92;0;0;97;56
"14536";0;969,4;4,9;91;0;0;97;56
"14537";0;970,4;4,9;92;0;0;97;56
"14538";0;971;11;90;0;0;97;56
"14539";0;971,4;17,5;79;2,52;0;97;56
"14540";0;971,6;22,6;69;3,96;0;97;56
"14541";0;971,2;24,6;56;5,76;0;97;56
"14542";0;970,6;27,1;40;2,88;0;97;56
"14543";0;970;28,2;32;3,96;0;97;56
"14544";0;969,2;29,1;27;8,28;0;97;56
"14545";0;968,7;29,5;22;12,6;0;97;56
"14546";0;968,5;29,2;22;10,08;0;97;56
"14547";0;968,9;27;30;9,36;0;97;56
"14548";0;969,3;23,1;38;3,24;0;97;56
"14549";0;969,2;19,1;49;0;0;97;56
"14550";0;969,7;16,1;61;0,36;0;97;56
"14551";0;970,5;13,9;72;1,44;0;92;56
"14552";0;970,6;13,2;77;2,52;0;92;56
"14553";0;970,9;12,4;81;1,8;0;92;56
"14554";0;971,2;11,1;84;1,8;0;92;56
"14555";0;971,5;9,8;87;0;0;92;56
"14556";0;971,7;9,6;88;0;0;92;56
"14557";0;972;9,2;90;0;0;92;56
"14558";0;971,9;8,8;89;0,72;0;92;56
"14559";0;971,8;8,5;90;0,36;0;92;56
"14560";0;972;8,8;91;0,36;0;92;56
"14561";0;973;8,4;91;0;0;92;56
"14562";0;973,8;14,5;90;0;0;92;56
"14563";0;974,1;19,7;78;14,04;0;92;56
"14564";0;974,6;22,2;59;16,92;0;92;56
"14565";0;974,5;24,1;50;15,12;0;92;56
"14566";0;973,9;24,9;45;15,84;0;92;56
"14567";0;973,2;26,1;40;11,16;0;92;56
"14568";0;972,5;27;34;13,32;0;92;56
"14569";0;971,7;27,5;31;11,16;0;92;56
"14570";0;971,3;27;31;12,6;0;92;56
"14571";0;971,5;25,9;32;12,6;0;92;56
"14572";0;971,9;23,2;40;7,56;0;92;56
"14573";0;972,3;20,3;51;4,32;0;92;56
"14574";0;972,9;17,1;60;0;0;92;56
"14575";0;973,5;16;66;0;0;86;57
"14576";0;973,9;15,6;68;0,36;0;86;57
"14577";0;974,4;17,6;70;8,28;0;86;57
"14578";0;974,6;16,6;72;4,68;0;86;57
"14579";0;974,4;16,7;76;9;0;86;57
"14580";0;974,1;16,4;78;11,52;0;86;57
"14581";0;974,1;15,8;81;10,44;0;86;57
"14582";0;973,7;14,7;83;1,44;0;86;57
"14583";0;973,7;14,2;86;5,4;0;86;57
"14584";0;973,7;13,9;87;4,32;0;86;57
"14585";0;974,4;13,5;88;2,88;0;86;57
"14586";0;974,9;15,2;88;6,84;0;86;57
"14587";0;975,4;17,7;81;8,64;0;86;57
"14588";0;975,4;20,3;65;20,52;0;86;57
"14589";0;974,7;22,1;56;19,08;0;86;57
"14590";0;973,7;23,9;50;15,12;0;86;57
"14591";0;972,9;26;44;16,2;0;86;57
"14592";0;971,8;27,8;41;11,52;0;86;57
"14593";0;971;27,8;39;6,84;0;86;57
"14594";0;970,6;28,1;36;11,16;0;86;57
"14595";0;970,8;26,9;37;6,48;0;86;57
"14596";0;971;24,1;46;5,4;0;86;57
"14597";0;971,2;20,3;60;4,68;0;86;57
"14598";0;971,9;20,4;63;3,24;0;86;57
"14599";0;972,4;19,8;67;4,32;0;77;58
"14600";0;972,4;19;70;3,96;0;77;58
"14601";0;972,8;18,9;71;6,12;0;77;58
"14602";0;972,8;17,9;73;3,24;0;77;58
"14603";0;972,6;17,1;75;2,52;0;77;58
"14604";0;972,5;16,3;80;6,12;0;77;58
"14605";0;972,1;15,8;82;4,32;0;77;58
"14606";0;972,1;15,3;84;3,96;0;77;58
"14607";0;972,2;15;85;2,16;0;77;58
"14608";0;972,5;14,6;86;3,24;0;77;58
"14609";0;973,5;13,9;88;0,72;0;77;58
"14610";0;974,2;17,1;87;3,24;0;77;58
"14611";0;974,6;17,8;83;7,92;0;77;58
"14612";0;974,7;22;67;12,6;0;77;58
"14613";0;974,3;25,5;57;10,08;0;77;58
"14614";0;973,2;27,5;47;9;0;77;58
"14615";0;972,3;28,1;46;12,6;0;77;58
"14616";0;971,4;29,3;43;10,44;0;77;58
"14617";0;970,5;29,1;40;9;0;77;58
"14618";0;970,1;29,3;40;5,04;0;77;58
"14619";0;969,9;28,9;41;6,12;0;77;58
"14620";0;970,1;26,2;47;4,68;0;77;58
"14621";0;970,5;22,4;59;3,24;0;77;58
"14622";0;971,1;21,4;65;0;0;77;58
"14623";0;971,9;16;87;0;1;68;58
"14624";0;971,6;20,9;68;0;0;68;58
"14625";0;971,7;19;72;0;0;68;58
"14626";0;972,3;18,9;76;2,88;0;68;58
"14627";0;972,4;16,7;80;0,72;0;68;58
"14628";0;972,2;15,4;83;1,08;0;68;58
"14629";0;971,9;15;87;1,44;0;68;58
"14630";0;971,8;16,5;84;2,88;0;68;58
"14631";0;971,6;16;85;3,6;0;68;58
"14632";0;972,3;14,5;89;0;0;68;58
"14633";0;973,1;14;91;0;0;68;58
"14634";0;973,5;16,8;88;2,52;0;68;58
"14635";0;973,9;21,4;75;6,48;0;68;58
"14636";0;974,2;24,2;61;8,64;0;68;58
